order_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method
1491991005,04-03-24 8:49,04-03-24 9:01,04-03-24 9:01,On Time,3472.55,Wallet
4136019599,23-03-24 18:38,23-03-24 18:52,23-03-24 18:55,On Time,1131.05,Wallet
2122832513,17-02-24 19:48,17-02-24 19:58,17-02-24 20:18,Significantly Delayed,2037.94,UPI
3717703595,24-04-23 21:33,24-04-23 21:52,24-04-23 21:51,On Time,1756.7,Card
3194733693,05-07-23 10:13,05-07-23 10:30,05-07-23 10:37,Slightly Delayed,2552.88,UPI
4471162437,06-02-24 12:38,06-02-24 12:52,06-02-24 12:52,On Time,3355.65,Card
1609331948,04-01-24 14:06,04-01-24 14:19,04-01-24 14:19,On Time,3648.36,UPI
6920030794,24-06-24 2:37,24-06-24 2:51,24-06-24 2:49,On Time,2936.64,UPI
5127172657,11-06-24 18:11,11-06-24 18:30,11-06-24 18:50,Significantly Delayed,2185.5,Cash
8607115856,09-10-23 4:42,09-10-23 4:52,09-10-23 4:49,On Time,739.34,UPI
7154957395,09-04-23 10:10,09-04-23 10:21,09-04-23 10:21,On Time,2696.84,Wallet
2070762702,04-10-23 10:20,04-10-23 10:37,04-10-23 10:52,Slightly Delayed,2457.2,Cash
3697242439,15-10-24 12:30,15-10-24 12:47,15-10-24 12:46,On Time,2179.49,Cash
3063427913,21-09-23 2:17,21-09-23 2:34,21-09-23 2:37,On Time,4419.03,Card
2060061337,15-04-23 22:56,15-04-23 23:10,15-04-23 23:22,Slightly Delayed,3041.62,Wallet
4625892678,18-06-23 19:23,18-06-23 19:35,18-06-23 19:39,On Time,3166.49,Wallet
6045698170,24-01-24 17:03,24-01-24 17:14,24-01-24 17:19,On Time,222.15,UPI
7876289647,07-08-24 7:55,07-08-24 8:06,07-08-24 8:18,Slightly Delayed,3218.62,UPI
3434084714,02-02-24 2:54,02-02-24 3:06,02-02-24 3:04,On Time,1179.41,Cash
9031695663,17-01-24 1:23,17-01-24 1:35,17-01-24 1:41,Slightly Delayed,2316.01,Card
1955989715,27-12-23 6:52,27-12-23 7:06,27-12-23 7:08,On Time,1931.35,Wallet
3459500455,18-12-23 0:37,18-12-23 0:52,18-12-23 0:54,On Time,2581.78,UPI
5953376503,25-05-24 3:53,25-05-24 4:08,25-05-24 4:24,Significantly Delayed,650.2,Wallet
121874867,28-03-23 0:53,28-03-23 1:10,28-03-23 1:05,On Time,2596.92,UPI
2460545397,27-10-24 11:26,27-10-24 11:38,27-10-24 11:49,Slightly Delayed,474.34,Wallet
9690050839,13-01-24 2:34,13-01-24 2:44,13-01-24 2:49,On Time,2551.93,Wallet
2574349065,17-04-24 14:33,17-04-24 14:43,17-04-24 14:44,On Time,4476.55,Wallet
2461936988,20-07-23 23:11,20-07-23 23:29,20-07-23 23:48,Significantly Delayed,4196.95,Cash
6447596416,08-10-23 18:18,08-10-23 18:30,08-10-23 18:26,On Time,4965.12,Card
7228452275,13-05-23 1:06,13-05-23 1:25,13-05-23 1:25,On Time,326.42,Card
6696750742,02-04-23 17:43,02-04-23 17:54,02-04-23 17:54,On Time,2509.56,Wallet
822235931,09-08-23 7:17,09-08-23 7:27,09-08-23 7:42,Slightly Delayed,4866.15,Wallet
7678251499,23-04-23 13:27,23-04-23 13:37,23-04-23 13:42,On Time,3141.37,Cash
2497341976,21-09-23 9:06,21-09-23 9:19,21-09-23 9:20,On Time,3414.57,Wallet
9107314128,20-05-24 16:19,20-05-24 16:37,20-05-24 16:36,On Time,545.49,Wallet
9855726256,17-05-23 7:50,17-05-23 8:05,17-05-23 8:03,On Time,479.57,Card
9398719862,19-07-24 9:22,19-07-24 9:40,19-07-24 9:44,On Time,4255,Card
379494532,07-07-24 13:29,07-07-24 13:42,07-07-24 13:44,On Time,3609.27,UPI
1048784963,07-09-23 13:18,07-09-23 13:35,07-09-23 13:30,On Time,1159.84,Card
4386246924,27-08-24 10:06,27-08-24 10:26,27-08-24 10:52,Significantly Delayed,2026.78,Card
2050362692,30-10-24 11:23,30-10-24 11:36,30-10-24 11:39,On Time,2363.42,Cash
4142963293,03-11-24 3:45,03-11-24 4:04,03-11-24 4:07,On Time,3686.26,Cash
9753528654,26-07-24 7:24,26-07-24 7:35,26-07-24 7:33,On Time,109.03,Cash
8126970833,14-09-24 20:27,14-09-24 20:41,14-09-24 21:07,Significantly Delayed,4398.35,Wallet
9747814712,16-12-23 15:38,16-12-23 15:52,16-12-23 15:55,On Time,2333.7,Wallet
6281619403,09-04-23 18:56,09-04-23 19:15,09-04-23 19:10,On Time,3374.44,UPI
436184281,20-11-23 12:36,20-11-23 12:55,20-11-23 13:22,Significantly Delayed,3147.92,Card
9799231260,07-03-24 8:59,07-03-24 9:17,07-03-24 9:21,On Time,872.83,Wallet
4071811527,26-07-23 15:38,26-07-23 15:51,26-07-23 16:00,Slightly Delayed,1872.01,Card
5645359563,08-08-24 23:28,08-08-24 23:45,08-08-24 23:40,On Time,2624.29,Card
9411813703,25-09-23 22:56,25-09-23 23:11,25-09-23 23:16,On Time,4433,Wallet
4270217473,01-02-24 8:48,01-02-24 9:02,01-02-24 9:02,On Time,505.5,Cash
279851011,11-04-23 9:45,11-04-23 9:58,11-04-23 9:57,On Time,3495.33,Card
6260524887,01-06-24 6:43,01-06-24 7:00,01-06-24 6:56,On Time,2457.11,Card
5853998391,08-09-23 2:48,08-09-23 2:58,08-09-23 2:55,On Time,949.22,Wallet
9931976872,24-06-24 5:17,24-06-24 5:32,24-06-24 5:28,On Time,2487.83,Wallet
8432209832,20-03-24 3:24,20-03-24 3:42,20-03-24 3:54,Slightly Delayed,3835.31,Wallet
6023721507,07-04-24 0:19,07-04-24 0:36,07-04-24 0:35,On Time,1849.03,UPI
3042338919,17-05-23 14:52,17-05-23 15:05,17-05-23 15:02,On Time,2765.06,Wallet
233646065,19-09-23 22:28,19-09-23 22:43,19-09-23 22:48,On Time,578.85,Wallet
9870610018,08-02-24 5:23,08-02-24 5:36,08-02-24 5:35,On Time,478.79,Card
1398230967,22-04-24 9:58,22-04-24 10:13,22-04-24 10:09,On Time,1186.66,Card
8615488922,04-11-23 0:06,04-11-23 0:21,04-11-23 0:42,Significantly Delayed,3803.34,Card
2748841057,30-12-23 5:03,30-12-23 5:19,30-12-23 5:43,Significantly Delayed,1587.18,Card
1375867721,15-07-24 16:57,15-07-24 17:08,15-07-24 17:05,On Time,2244.24,Cash
8595141097,31-03-24 10:24,31-03-24 10:36,31-03-24 10:39,On Time,3385.77,UPI
4673382071,16-01-24 13:25,16-01-24 13:40,16-01-24 13:49,Slightly Delayed,1479.69,UPI
2948696008,10-04-24 10:05,10-04-24 10:22,10-04-24 10:19,On Time,3103.41,Cash
6839692624,19-11-23 1:53,19-11-23 2:10,19-11-23 2:35,Significantly Delayed,4464.84,Cash
5770951298,02-10-23 18:09,02-10-23 18:23,02-10-23 18:21,On Time,957.11,UPI
5084771819,29-08-24 21:54,29-08-24 22:05,29-08-24 22:18,Slightly Delayed,1207.68,Cash
422403644,27-05-23 23:26,27-05-23 23:46,27-05-23 23:54,Slightly Delayed,2331.5,UPI
7176758896,13-07-23 12:50,13-07-23 13:00,13-07-23 13:01,On Time,2640.24,Cash
8252905093,21-04-24 23:13,21-04-24 23:29,21-04-24 23:30,On Time,2315.77,Card
1488561572,27-08-24 8:18,27-08-24 8:32,27-08-24 8:31,On Time,4053.52,Cash
6212984517,16-03-24 21:47,16-03-24 22:05,16-03-24 22:03,On Time,1388.01,UPI
6309784337,06-05-24 17:37,06-05-24 17:53,06-05-24 17:53,On Time,1905.92,Card
4613890018,24-10-23 12:43,24-10-23 13:00,24-10-23 13:00,On Time,1545.79,Wallet
3429728472,31-03-23 8:31,31-03-23 8:48,31-03-23 8:57,Slightly Delayed,4138.27,Cash
267738904,24-10-23 23:10,24-10-23 23:24,24-10-23 23:38,Slightly Delayed,3596.07,Card
3850416839,01-07-24 2:05,01-07-24 2:23,01-07-24 2:36,Slightly Delayed,5490.94,UPI
3412702479,24-12-23 7:32,24-12-23 7:46,24-12-23 7:51,On Time,2344.83,Cash
2016183232,19-07-23 4:15,19-07-23 4:35,19-07-23 4:46,Slightly Delayed,1934.43,Card
3810280204,26-10-23 17:52,26-10-23 18:06,26-10-23 18:10,On Time,2956.37,Wallet
2416767295,05-07-24 3:36,05-07-24 3:50,05-07-24 3:59,Slightly Delayed,2358.76,Card
2283439407,14-07-23 2:18,14-07-23 2:28,14-07-23 2:32,On Time,1216.8,UPI
4328802292,14-06-23 19:43,14-06-23 19:57,14-06-23 20:15,Significantly Delayed,1926.12,Cash
7072715691,25-12-23 19:14,25-12-23 19:28,25-12-23 19:29,On Time,2120.77,Cash
5640741373,10-05-24 6:46,10-05-24 6:57,10-05-24 6:57,On Time,765.76,Card
6931094066,15-11-23 21:59,15-11-23 22:18,15-11-23 22:14,On Time,2802.27,Card
3417088709,30-05-24 17:24,30-05-24 17:37,30-05-24 17:58,Significantly Delayed,912.29,UPI
4424404315,16-07-23 7:24,16-07-23 7:36,16-07-23 7:40,On Time,494.48,Wallet
2444087306,28-07-23 8:25,28-07-23 8:35,28-07-23 8:37,On Time,2440.73,Wallet
486085268,11-12-23 19:39,11-12-23 19:51,11-12-23 19:56,On Time,4749.99,UPI
1731312620,08-05-23 20:32,08-05-23 20:42,08-05-23 20:41,On Time,843.21,Wallet
6475582506,23-09-23 4:50,23-09-23 5:01,23-09-23 5:05,On Time,3895.25,Wallet
1868581378,29-03-24 18:27,29-03-24 18:43,29-03-24 18:47,On Time,2065.81,Card
8884235937,09-08-24 11:51,09-08-24 12:01,09-08-24 12:09,Slightly Delayed,1655.6,UPI
4590662628,10-01-24 11:48,10-01-24 12:02,10-01-24 12:17,Slightly Delayed,3148.95,Cash
992302540,26-11-23 21:32,26-11-23 21:51,26-11-23 21:54,On Time,198.72,Wallet
7169974633,16-10-24 16:03,16-10-24 16:22,16-10-24 16:21,On Time,2475.21,UPI
6703651257,17-01-24 1:26,17-01-24 1:43,17-01-24 1:46,On Time,727.87,Card
7180810221,10-09-23 16:44,10-09-23 16:58,10-09-23 17:07,Slightly Delayed,657.8,Cash
7875587578,15-07-24 8:47,15-07-24 8:59,15-07-24 9:09,Slightly Delayed,3351.74,Card
2578671497,25-01-24 0:04,25-01-24 0:16,25-01-24 0:21,On Time,3603.94,Card
6284350691,20-06-24 1:00,20-06-24 1:13,20-06-24 1:13,On Time,726.41,Wallet
5383261788,18-10-23 21:18,18-10-23 21:34,18-10-23 21:30,On Time,3375.86,Wallet
6590867973,20-11-23 8:37,20-11-23 8:55,20-11-23 8:54,On Time,1848.22,UPI
8787105023,07-05-24 22:54,07-05-24 23:09,07-05-24 23:12,On Time,1443.64,Wallet
1402916311,23-04-24 12:52,23-04-24 13:05,23-04-24 13:09,On Time,4553.36,Card
9715205272,21-10-24 21:55,21-10-24 22:09,21-10-24 22:11,On Time,1189.17,UPI
3946852375,04-07-24 12:26,04-07-24 12:45,04-07-24 12:45,On Time,150.99,Cash
3367039425,10-03-24 3:46,10-03-24 3:58,10-03-24 4:00,On Time,703.11,UPI
687711388,02-02-24 10:13,02-02-24 10:28,02-02-24 10:40,Slightly Delayed,1385.43,Card
647012431,16-06-24 13:11,16-06-24 13:27,16-06-24 13:45,Significantly Delayed,3706.1,Card
7143278295,13-02-24 15:28,13-02-24 15:39,13-02-24 15:35,On Time,1597.11,UPI
9736844695,09-04-24 20:00,09-04-24 20:18,09-04-24 20:13,On Time,1608.11,Cash
5933289680,07-12-23 4:30,07-12-23 4:49,07-12-23 5:09,Significantly Delayed,2950.6,Wallet
9494303116,21-07-24 10:44,21-07-24 11:04,21-07-24 11:09,On Time,1538.49,Card
9337878102,16-05-23 3:51,16-05-23 4:09,16-05-23 4:05,On Time,3119.18,Wallet
6872621077,14-09-23 18:19,14-09-23 18:29,14-09-23 18:24,On Time,3611.43,Wallet
7330237253,07-12-23 12:22,07-12-23 12:38,07-12-23 12:37,On Time,869.86,UPI
7942616242,30-09-23 8:07,30-09-23 8:27,30-09-23 8:52,Significantly Delayed,1116,Wallet
238520071,20-02-24 5:25,20-02-24 5:44,20-02-24 5:47,On Time,852.02,Cash
5812379362,05-08-23 10:51,05-08-23 11:05,05-08-23 11:01,On Time,3865.78,Wallet
2616623847,19-01-24 19:08,19-01-24 19:22,19-01-24 19:37,Slightly Delayed,3928,Cash
2040854480,10-12-23 0:09,10-12-23 0:22,10-12-23 0:47,Significantly Delayed,946.86,Wallet
5456484560,26-09-24 1:56,26-09-24 2:10,26-09-24 2:35,Significantly Delayed,1630.68,UPI
883309006,09-04-24 8:12,09-04-24 8:22,09-04-24 8:30,Slightly Delayed,1427.84,Cash
6528341992,29-01-24 3:28,29-01-24 3:43,29-01-24 3:54,Slightly Delayed,2360.73,Wallet
3263203775,28-09-24 15:27,28-09-24 15:37,28-09-24 15:36,On Time,826.28,UPI
3660010934,31-01-24 15:31,31-01-24 15:44,31-01-24 15:49,On Time,787.4,Wallet
7944885043,26-05-24 8:18,26-05-24 8:31,26-05-24 8:29,On Time,4410.72,Card
2506369831,16-06-23 13:05,16-06-23 13:22,16-06-23 13:35,Slightly Delayed,255.35,UPI
697061213,25-03-23 9:41,25-03-23 9:52,25-03-23 9:55,On Time,4473.11,Card
7079057004,30-09-23 8:52,30-09-23 9:10,30-09-23 9:32,Significantly Delayed,1946.09,Card
1556153632,04-05-24 8:35,04-05-24 8:54,04-05-24 9:03,Slightly Delayed,1277.85,Wallet
2161235338,12-04-24 15:00,12-04-24 15:12,12-04-24 15:21,Slightly Delayed,4431.77,Wallet
1247978468,19-07-24 1:53,19-07-24 2:13,19-07-24 2:12,On Time,1662.15,UPI
5437627061,22-08-24 2:04,22-08-24 2:15,22-08-24 2:16,On Time,910.19,UPI
9091960039,11-02-24 9:54,11-02-24 10:04,11-02-24 10:04,On Time,1349.36,Card
619198317,20-11-23 16:57,20-11-23 17:16,20-11-23 17:11,On Time,4216.63,UPI
9833179291,04-05-23 18:32,04-05-23 18:52,04-05-23 18:48,On Time,483.05,UPI
4148760273,22-05-24 1:40,22-05-24 1:55,22-05-24 1:58,On Time,994.97,UPI
7206041763,30-05-23 19:17,30-05-23 19:35,30-05-23 19:37,On Time,162.67,Card
690097648,27-12-23 20:11,27-12-23 20:30,27-12-23 20:40,Slightly Delayed,3471.29,Cash
4197061567,04-02-24 3:20,04-02-24 3:31,04-02-24 3:33,On Time,3685.3,UPI
2009394836,24-10-23 22:11,24-10-23 22:25,24-10-23 22:23,On Time,1159.53,UPI
277502363,28-12-23 13:54,28-12-23 14:04,28-12-23 14:09,On Time,2682.72,Card
4356959622,16-01-24 7:41,16-01-24 7:56,16-01-24 7:51,On Time,2128.54,Cash
174306009,09-08-24 0:24,09-08-24 0:35,09-08-24 1:02,Significantly Delayed,2424.07,UPI
9582674091,16-08-24 11:20,16-08-24 11:39,16-08-24 12:01,Significantly Delayed,951.43,UPI
8675579025,06-07-24 11:59,06-07-24 12:15,06-07-24 12:17,On Time,2636.86,Card
5195999941,19-07-24 18:51,19-07-24 19:07,19-07-24 19:21,Slightly Delayed,2298.98,Card
5210007923,01-10-24 5:12,01-10-24 5:24,01-10-24 5:25,On Time,1278.93,Cash
6595771960,05-04-23 3:22,05-04-23 3:36,05-04-23 3:40,On Time,4251.75,Cash
4247338382,05-12-23 2:01,05-12-23 2:11,05-12-23 2:40,Significantly Delayed,989.88,Cash
819143326,10-01-24 19:18,10-01-24 19:34,10-01-24 19:39,On Time,3284.6,Cash
3830844750,06-08-23 15:56,06-08-23 16:07,06-08-23 16:04,On Time,1663.27,UPI
1687314172,13-03-24 18:42,13-03-24 19:00,13-03-24 19:03,On Time,3835.73,Cash
6756007265,27-07-23 18:19,27-07-23 18:37,27-07-23 18:42,On Time,1848.13,Wallet
489762747,27-09-24 16:36,27-09-24 16:52,27-09-24 17:18,Significantly Delayed,766.2,Card
7509195875,26-11-23 19:55,26-11-23 20:11,26-11-23 20:14,On Time,4237.4,Card
2370917070,25-07-23 5:54,25-07-23 6:11,25-07-23 6:16,On Time,2639.9,Card
2055388266,23-06-23 6:31,23-06-23 6:41,23-06-23 6:49,Slightly Delayed,3722.37,UPI
8969304162,12-10-23 14:44,12-10-23 15:03,12-10-23 15:02,On Time,1264.98,Wallet
5412674107,06-10-24 21:41,06-10-24 22:00,06-10-24 22:02,On Time,2646.85,Cash
1536516619,25-11-23 7:50,25-11-23 8:10,25-11-23 8:15,On Time,3466.59,Wallet
3858907413,27-07-23 18:31,27-07-23 18:45,27-07-23 18:45,On Time,3427.43,Cash
4976389251,05-09-23 10:02,05-09-23 10:13,05-09-23 10:08,On Time,1146.95,Card
2218319201,01-11-24 2:59,01-11-24 3:12,01-11-24 3:11,On Time,1216.48,Wallet
6729422433,19-07-23 13:45,19-07-23 13:55,19-07-23 14:01,Slightly Delayed,3405.78,UPI
1354097448,21-06-23 17:33,21-06-23 17:53,21-06-23 17:55,On Time,3401.69,Card
8952275304,31-08-24 8:12,31-08-24 8:22,31-08-24 8:22,On Time,2474.23,Cash
436603801,28-12-23 9:54,28-12-23 10:14,28-12-23 10:11,On Time,838.89,Cash
5273875984,31-05-23 3:32,31-05-23 3:45,31-05-23 3:59,Slightly Delayed,2682.38,Cash
9290203003,01-04-24 12:19,01-04-24 12:31,01-04-24 12:36,On Time,2133.39,Cash
6240982373,26-04-23 3:12,26-04-23 3:27,26-04-23 3:24,On Time,3393.08,Cash
2718348206,08-11-23 10:22,08-11-23 10:37,08-11-23 10:33,On Time,632.43,UPI
4903544026,11-05-24 4:29,11-05-24 4:45,11-05-24 4:50,On Time,3778.46,Cash
2827266949,17-09-24 7:51,17-09-24 8:10,17-09-24 8:18,Slightly Delayed,3334.82,Card
4278423074,17-12-23 4:48,17-12-23 5:02,17-12-23 5:05,On Time,1073.53,Cash
645916247,10-10-23 2:52,10-10-23 3:03,10-10-23 3:32,Significantly Delayed,4465.9,Cash
5816647866,26-09-24 5:13,26-09-24 5:23,26-09-24 5:40,Significantly Delayed,2323.45,Cash
7282397914,14-07-24 1:15,14-07-24 1:35,14-07-24 1:40,On Time,2043.65,Cash
3260611473,06-02-24 13:34,06-02-24 13:54,06-02-24 14:12,Significantly Delayed,2731.48,Cash
8638163868,07-06-23 3:25,07-06-23 3:41,07-06-23 3:46,On Time,4272.81,Card
177850987,07-11-23 14:08,07-11-23 14:25,07-11-23 14:22,On Time,1934.67,UPI
9653859166,16-03-23 19:23,16-03-23 19:36,16-03-23 19:50,Slightly Delayed,2978.36,Wallet
9991338690,29-07-24 11:34,29-07-24 11:45,29-07-24 11:46,On Time,3273.99,Cash
1714593246,20-10-24 9:52,20-10-24 10:02,20-10-24 10:04,On Time,1100.8,Wallet
9742461226,01-01-24 0:24,01-01-24 0:43,01-01-24 0:40,On Time,949.56,UPI
3314393477,26-10-24 13:36,26-10-24 13:49,26-10-24 13:52,On Time,934.75,Cash
4188317986,20-03-23 1:44,20-03-23 1:56,20-03-23 2:06,Slightly Delayed,3448.71,Wallet
1646665366,26-07-24 18:45,26-07-24 19:01,26-07-24 19:13,Slightly Delayed,1086.27,Wallet
9558804585,15-03-24 11:58,15-03-24 12:09,15-03-24 12:15,Slightly Delayed,848.94,Card
9047652469,05-08-24 3:13,05-08-24 3:28,05-08-24 3:23,On Time,370.06,Card
2893800377,22-03-24 11:38,22-03-24 11:57,22-03-24 11:53,On Time,1966.14,Card
6139157985,03-02-24 13:33,03-02-24 13:51,03-02-24 14:13,Significantly Delayed,1623.51,Wallet
6029394789,30-04-23 6:03,30-04-23 6:23,30-04-23 6:32,Slightly Delayed,2118.04,UPI
5874940276,11-04-24 6:28,11-04-24 6:45,11-04-24 6:40,On Time,546.43,UPI
5205211911,27-09-24 18:32,27-09-24 18:52,27-09-24 19:06,Slightly Delayed,1098.4,Cash
5314758068,03-02-24 0:17,03-02-24 0:36,03-02-24 0:46,Slightly Delayed,4183.29,Card
484869710,09-09-23 11:46,09-09-23 12:05,09-09-23 12:08,On Time,1429.34,Cash
9957728938,05-08-24 21:29,05-08-24 21:43,05-08-24 21:59,Significantly Delayed,1445.95,UPI
3136056666,29-04-24 3:24,29-04-24 3:40,29-04-24 3:52,Slightly Delayed,211.25,UPI
4926104391,24-10-23 7:42,24-10-23 8:02,24-10-23 8:16,Slightly Delayed,2029.88,Wallet
1827844756,07-04-23 11:32,07-04-23 11:43,07-04-23 11:46,On Time,3372.28,UPI
7032037874,13-06-24 19:06,13-06-24 19:17,13-06-24 19:17,On Time,1694.99,UPI
3779230503,11-07-23 5:19,11-07-23 5:30,11-07-23 5:29,On Time,2781.39,Card
3473012553,16-02-24 21:32,16-02-24 21:48,16-02-24 22:14,Significantly Delayed,5062.8,Card
7988504487,14-05-24 11:32,14-05-24 11:42,14-05-24 11:41,On Time,3511.92,Wallet
7193792738,05-06-24 15:34,05-06-24 15:49,05-06-24 15:53,On Time,2817.36,Card
1533583386,28-08-23 20:16,28-08-23 20:27,28-08-23 20:24,On Time,4869.76,Wallet
